z,sxz,yld
2.85437,-0.048538,1
2.85437,-0.052166,1
2.85437,-0.047638,1
2.85437,-0.046117,1
2.85437,-0.044227,1
2.85437,-0.042846,1
2.85437,-0.042082,1
2.85437,-0.040774,1
2.85437,-0.039105,1
2.85437,-0.056485,1
2.85437,-0.054879,1
2.85437,-0.053912,1
2.87066,-0.042973,1
2.87066,-0.040840,1
2.87066,-0.039158,1
2.87066,-0.044326,1
2.87066,-0.042199,1
2.87066,-0.037933,1
2.87066,-0.037239,1
2.87066,-0.036077,1
2.87066,-0.034588,1
2.87066,-0.050106,1
2.87066,-0.048666,1
2.87066,-0.047760,1
2.87066,-0.046213,1
2.87934,-0.037983,1
2.87934,-0.036395,1
2.87934,-0.041269,1
2.87934,-0.039989,1
2.87934,-0.039271,1
2.87934,-0.035248,1
2.87934,-0.033519,1
2.87934,-0.032138,1
2.87934,-0.046664,1
2.87934,-0.045325,1
2.87934,-0.043031,1
2.87934,-0.034595,1
2.87934,-0.044459,1
2.89563,-0.034303,1
2.89563,-0.032578,1
2.89563,-0.030205,1
2.89563,-0.040147,1
2.89563,-0.038981,1
2.89563,-0.036956,1
2.89563,-0.035417,1
2.89563,-0.033689,1
2.89563,-0.031202,1
2.89563,-0.029624,1
2.89563,-0.028681,1
2.89563,-0.027466,1
2.89563,-0.038208,1
2.91687,-0.026973,1
2.91687,-0.024484,1
2.91687,-0.023681,1
2.91687,-0.031668,1
2.91687,-0.030725,1
2.91687,-0.029098,1
2.91687,-0.027860,1
2.91687,-0.026468,1
2.91687,-0.025584,1
2.91687,-0.023205,1
2.91687,-0.022452,1
2.91687,-0.021474,1
2.91687,-0.030108,1
2.93316,-0.022075,1
2.93316,-0.020238,1
2.93316,-0.019355,1
2.93316,-0.018704,1
2.93316,-0.017729,1
2.93316,-0.016952,1
2.93316,-0.025178,1
2.93316,-0.024409,1
2.93316,-0.023913,1
2.93316,-0.023079,1
2.93316,-0.021371,1
2.93316,-0.020942,1
2.93316,-0.018321,1
2.94184,-0.021028,1
2.94184,-0.018379,1
2.94184,-0.016633,1
2.94184,-0.016064,1
2.94184,-0.015729,1
2.94184,-0.021684,1
2.94184,-0.020602,1
2.94184,-0.019864,1
2.94184,-0.018988,1
2.94184,-0.017995,1
2.94184,-0.017394,1
2.94184,-0.015209,1
2.94184,-0.014517,1
2.95813,-0.010382,1
2.95813,-0.015095,1
2.95813,-0.013779,1
2.95813,-0.012712,1
2.95813,-0.012416,1
2.95813,-0.011979,1
2.95813,-0.011421,1
2.95813,-0.010999,1
2.95813,-0.010747,1
2.95813,-0.009881,1
2.95813,-0.014629,1
2.95813,-0.014317,1
2.95813,-0.013147,1
2.97937,-0.005551,1
2.97937,-0.006520,1
2.97937,-0.006322,1
2.97937,-0.005853,1
2.97937,-0.005354,1
2.97937,-0.005170,1
2.97937,-0.004963,1
2.97937,-0.004689,1
2.97937,-0.004475,1
2.97937,-0.004325,1
2.97937,-0.004165,1
2.97937,-0.003921,1
2.97937,-0.006121,1
2.99566,0.000262,1
2.99566,0.000270,1
2.99566,0.000401,1
2.99566,0.000053,1
2.99566,0.000379,1
2.99566,0.000441,1
2.99566,0.000480,1
2.99566,0.000554,1
2.99566,0.000594,1
2.99566,0.000024,1
2.99566,0.000164,1
2.99566,0.000220,1
2.99566,0.000556,1
